origin,destination,Year,Month,Day,monthlyTransferMWh
PNM,EPE,2018,1,11904,201830
PNM,EPE,2018,2,9658,154119
PNM,EPE,2018,3,9234,150187
PNM,EPE,2018,4,11160,211260
PNM,EPE,2018,5,11904,241552
PNM,EPE,2018,6,11160,280238
PNM,EPE,2018,7,11904,290237
PNM,EPE,2018,8,11904,310132
PNM,EPE,2018,9,11160,270001
PNM,EPE,2018,10,5543,109661
PNM,EPE,2018,11,11187,239563
PNM,EPE,2018,12,11904,219256
PNM,GRID,2018,1,467,170
PNM,GRID,2018,2,739,120
PNM,GRID,2018,3,286,47
PNM,GRID,2018,4,546,91
PNM,GRID,2018,5,338,66
PNM,GRID,2018,6,200,39
PNM,GRID,2018,7,863,147
PNM,GRID,2018,8,709,142
PNM,GRID,2018,9,446,95
PNM,GRID,2018,10,797,123
PNM,GRID,2018,11,662,144
PNM,GRID,2018,12,727,189
PNM,SWPP,2018,1,9284,9077
PNM,SWPP,2018,2,8097,10894
PNM,SWPP,2018,3,11261,14196
PNM,SWPP,2018,4,5296,6135
PNM,SWPP,2018,5,10635,9345
PNM,SWPP,2018,6,6554,6270
PNM,SWPP,2018,7,1837,2524
PNM,SWPP,2018,8,5041,3272
PNM,SWPP,2018,9,9935,8780
PNM,SWPP,2018,10,491,2066
PNM,SWPP,2018,11,8050,11442
PNM,SWPP,2018,12,9628,12116
PNM,TEPC,2018,1,6883,97354
PNM,TEPC,2018,2,3561,9455
PNM,TEPC,2018,3,5523,37418
PNM,TEPC,2018,4,11722,56179
PNM,TEPC,2018,5,12749,58109
PNM,TEPC,2018,6,14776,97800
PNM,TEPC,2018,7,17938,127487
PNM,TEPC,2018,8,21411,166582
PNM,TEPC,2018,9,16551,113140
PNM,TEPC,2018,10,17263,108910
PNM,TEPC,2018,11,14983,104910
PNM,TEPC,2018,12,19620,185763
PNM,WACM,2018,1,12874,104525
PNM,WACM,2018,2,9149,145762
PNM,WACM,2018,3,20128,234250
PNM,WACM,2018,4,13856,81752
PNM,WACM,2018,5,16178,115308
PNM,WACM,2018,6,5712,28007
PNM,WACM,2018,7,3648,9888
PNM,WACM,2018,8,9922,26962
PNM,WACM,2018,9,10226,64898
PNM,WACM,2018,10,12773,125859
PNM,WACM,2018,11,11922,170918
PNM,WACM,2018,12,10135,103159
PSCO,PNM,2018,1,11904,106473
PSCO,PNM,2018,2,9744,87984
PSCO,PNM,2018,3,11904,95707
PSCO,PNM,2018,4,11160,89074
PSCO,PNM,2018,5,11904,80854
PSCO,PNM,2018,6,11160,85524
PSCO,PNM,2018,7,11904,109383
PSCO,PNM,2018,8,11931,103383
PSCO,PNM,2018,9,11160,89587
PSCO,PNM,2018,10,11904,87358
PSCO,PNM,2018,11,11160,87842
PSCO,PNM,2018,12,11904,106578
PSCO,SWPP,2018,1,1201,8299
PSCO,SWPP,2018,3,15,14
PSCO,SWPP,2018,4,1291,3445
PSCO,SWPP,2018,5,3078,10820
PSCO,SWPP,2018,6,1579,4581
PSCO,SWPP,2018,7,1376,3733
PSCO,SWPP,2018,8,1767,1570
PSCO,SWPP,2018,9,2379,4446
PSCO,SWPP,2018,10,4285,12363
PSCO,SWPP,2018,11,2290,15229
PSCO,SWPP,2018,12,1476,13520
PSCO,WACM,2018,5,140,334
PSEI,CHPD,2018,1,11371,69105
PSEI,CHPD,2018,2,9473,51549
PSEI,CHPD,2018,3,9112,49153
PSEI,CHPD,2018,4,10451,53781
PSEI,CHPD,2018,5,11483,55824
PSEI,CHPD,2018,6,10951,77877
PSEI,CHPD,2018,7,11044,92443
PSEI,CHPD,2018,8,10439,80902
PSEI,CHPD,2018,9,7973,43865
PSEI,CHPD,2018,10,6596,28635
PSEI,CHPD,2018,11,8843,37883
PSEI,CHPD,2018,12,9094,46762
PSEI,GCPD,2018,1,19310,121079
PSEI,GCPD,2018,2,16800,216103
PSEI,GCPD,2018,3,19997,170536
PSEI,GCPD,2018,4,19207,183534
PSEI,GCPD,2018,5,17603,107086
PSEI,GCPD,2018,6,19145,185875
PSEI,GCPD,2018,7,13494,112494
PSEI,GCPD,2018,8,18586,148441
PSEI,GCPD,2018,9,15011,112521
PSEI,GCPD,2018,10,15399,89545
PSEI,GCPD,2018,11,11943,132285
PSEI,GCPD,2018,12,16865,110914
PSEI,SCL,2018,1,764,2436
PSEI,SCL,2018,2,1650,2692
PSEI,SCL,2018,3,3953,8179
PSEI,SCL,2018,4,581,911
PSEI,SCL,2018,5,6260,14644
PSEI,SCL,2018,6,8987,46315
PSEI,SCL,2018,7,8871,24055
PSEI,SCL,2018,8,6922,31462
PSEI,SCL,2018,9,7923,14281
PSEI,SCL,2018,10,8333,28078
PSEI,SCL,2018,11,10126,58219
PSEI,SCL,2018,12,4486,16443
PSEI,TPWR,2018,1,93,16
PSEI,TPWR,2018,5,7420,7646
PSEI,TPWR,2018,6,2765,1518
PSEI,TPWR,2018,9,339,895
SC,CPLE,2018,1,1756,22286
SC,CPLE,2018,2,224,4051
SC,CPLE,2018,3,1454,7640
SC,CPLE,2018,4,1690,6592
SC,CPLE,2018,5,977,3830
SC,CPLE,2018,6,2177,17808
SC,CPLE,2018,7,1256,8307
SC,CPLE,2018,8,2377,12316
SC,CPLE,2018,9,1925,4897
SC,CPLE,2018,10,6561,41360
SC,CPLE,2018,11,8409,64367
SC,CPLE,2018,12,2365,10274
SC,DUK,2018,1,11838,294433
SC,DUK,2018,2,9712,239591
SC,DUK,2018,3,12145,366860
SC,DUK,2018,4,11160,303123
SC,DUK,2018,5,11948,179042
SC,DUK,2018,6,12506,314083
SC,DUK,2018,7,23732,731601
SC,DUK,2018,8,23730,747977
SC,DUK,2018,9,20284,518938
SC,DUK,2018,10,23391,371517
SC,DUK,2018,11,22076,430250
SC,DUK,2018,12,23755,639110
SC,SCEG,2018,1,41,561
SC,SCEG,2018,5,12,65
SC,SEPA,2018,1,6228,39369
SC,SEPA,2018,2,5389,34016
SC,SEPA,2018,3,1989,7763
SC,SEPA,2018,4,6271,22232
SC,SEPA,2018,5,8476,29385
SC,SEPA,2018,6,9411,48934
SC,SEPA,2018,7,17703,116872
SC,SEPA,2018,8,18998,80178
SC,SEPA,2018,9,17471,130444
SC,SEPA,2018,10,14445,73768
SC,SEPA,2018,11,5790,31854
SC,SEPA,2018,12,9485,29179
SC,SOCO,2018,9,341,966
SC,SOCO,2018,10,3529,14018
SCEG,CPLE,2018,1,11805,147048
SCEG,CPLE,2018,2,8810,70425
SCEG,CPLE,2018,3,12010,125828
SCEG,CPLE,2018,4,11141,90626
SCEG,CPLE,2018,5,11617,97560
SCEG,CPLE,2018,6,11070,101702
SCEG,CPLE,2018,7,11752,80635
SCEG,CPLE,2018,8,11625,99165
SCEG,CPLE,2018,9,10520,82932
SCEG,CPLE,2018,10,11487,94541
SCEG,CPLE,2018,11,11180,127665
SCEG,CPLE,2018,12,10980,78683
SCEG,DUK,2018,1,9794,69359
SCEG,DUK,2018,2,9365,85194
SCEG,DUK,2018,3,11379,84491
SCEG,DUK,2018,4,11141,140505
SCEG,DUK,2018,5,10934,82861
SCEG,DUK,2018,6,2202,9286
SCEG,DUK,2018,7,8159,23085
SCEG,DUK,2018,8,8553,23760
SCEG,DUK,2018,9,1976,8396
SCEG,DUK,2018,10,12,76
SCEG,DUK,2018,11,2485,10869
SCEG,DUK,2018,12,11828,146078
SCEG,SC,2018,1,11863,353066
SCEG,SC,2018,2,9744,416627
SCEG,SC,2018,3,18327,673614
SCEG,SC,2018,4,18078,500160
SCEG,SC,2018,5,18781,478758
SCEG,SC,2018,6,18306,797749
SCEG,SC,2018,7,23773,973219
SCEG,SC,2018,8,23774,972469
SCEG,SC,2018,9,22281,883137
SCEG,SC,2018,10,23779,579877
SCEG,SC,2018,11,22206,438159
SCEG,SC,2018,12,23725,704034
SCEG,SEPA,2018,1,11204,39576
SCEG,SEPA,2018,2,5768,23322
SCEG,SEPA,2018,3,3360,1395
SCEG,SEPA,2018,4,7991,17536
SCEG,SEPA,2018,5,8687,28155
SCEG,SEPA,2018,6,7964,9248
SCEG,SEPA,2018,7,9406,19695
SCEG,SEPA,2018,8,8457,19991
SCEG,SEPA,2018,9,8091,12405
SCEG,SEPA,2018,10,11701,33215
SCEG,SEPA,2018,11,7721,28843
SCEG,SEPA,2018,12,1385,3380
SCL,BPAT,2018,4,574,895
SCL,BPAT,2018,5,8555,53673
SCL,BPAT,2018,6,10120,152444
SCL,BPAT,2018,7,493,9077
SCL,BPAT,2018,8,5,21
SCL,BPAT,2018,10,175,306
SCL,PSEI,2018,1,11064,26045
SCL,PSEI,2018,2,8050,37826
SCL,PSEI,2018,3,7889,22180
SCL,PSEI,2018,4,10575,39196
SCL,PSEI,2018,5,5613,13326
SCL,PSEI,2018,6,2173,3465
SCL,PSEI,2018,7,2986,13655
SCL,PSEI,2018,8,4854,6009
SCL,PSEI,2018,9,3111,5597
SCL,PSEI,2018,10,3473,5901
SCL,PSEI,2018,11,1010,1110
SCL,PSEI,2018,12,7344,13011
SEC,FPC,2018,1,17835,324647
SEC,FPC,2018,2,10210,236786
SEC,FPC,2018,3,11674,282293
SEC,FPC,2018,4,18652,264808
SEC,FPC,2018,5,14511,273072
SEC,FPC,2018,6,12639,285159
SEC,FPC,2018,7,11904,331867
SEC,FPC,2018,8,11904,324124
SEC,FPC,2018,9,11160,333084
SEC,FPC,2018,10,11904,291828
SEC,FPC,2018,11,11230,216514
SEC,FPC,2018,12,11725,228512
SEC,FPL,2018,1,12703,783419
SEC,FPL,2018,2,10092,470301
SEC,FPL,2018,3,11945,420647
SEC,FPL,2018,4,11233,545620
SEC,FPL,2018,5,11968,511588
SEC,FPL,2018,6,11192,549138
SEC,FPL,2018,7,11959,681416
SEC,FPL,2018,8,12003,736553
SEC,FPL,2018,9,11161,735864
SEC,FPL,2018,10,11967,682478
SEC,FPL,2018,11,11182,786041
SEC,FPL,2018,12,19164,1008458
SEC,JEA,2018,1,6047,5000
SEC,JEA,2018,2,1922,4783
SEC,JEA,2018,3,1848,1115
SEC,JEA,2018,4,4879,2580
SEC,JEA,2018,5,1387,1157
SEC,JEA,2018,6,133,83
SEC,JEA,2018,7,99,14
SEC,JEA,2018,8,432,154
SEC,JEA,2018,9,214,24
SEC,JEA,2018,10,60,44
SEC,JEA,2018,11,2567,1850
SEC,JEA,2018,12,10319,25846
SEC,TEC,2018,1,5772,40266
SEC,TEC,2018,2,6076,26872
SEC,TEC,2018,3,3443,12629
SEC,TEC,2018,4,6271,50437
SEC,TEC,2018,5,10579,96691
SEC,TEC,2018,6,9023,62215
SEC,TEC,2018,7,5814,48071
SEC,TEC,2018,8,6567,65877
SEC,TEC,2018,9,4973,44933
SEC,TEC,2018,10,5626,38659
SEC,TEC,2018,11,1961,6947
SEC,TEC,2018,12,2361,11060
SEPA,DUK,2018,1,4108,18232
SEPA,DUK,2018,2,4848,18213
SEPA,DUK,2018,3,2209,13330
SEPA,DUK,2018,4,6480,35967
SEPA,DUK,2018,5,7088,47996
SEPA,DUK,2018,6,4665,49081
SEPA,DUK,2018,7,3182,22707
SEPA,DUK,2018,8,4564,40069
SEPA,DUK,2018,9,2755,12548
SEPA,DUK,2018,10,4089,28927
SEPA,DUK,2018,11,5558,18997
SEPA,DUK,2018,12,9888,57479
SEPA,SC,2018,1,5179,44290
SEPA,SC,2018,2,4273,44818
SEPA,SC,2018,3,10088,35811
SEPA,SC,2018,4,4839,26064
SEPA,SC,2018,5,3410,35071
SEPA,SC,2018,6,3001,36875
SEPA,SC,2018,7,4668,58460
SEPA,SC,2018,8,4608,62978
SEPA,SC,2018,9,4721,52225
SEPA,SC,2018,10,8065,61467
SEPA,SC,2018,11,16167,95138
SEPA,SC,2018,12,14083,115268
SEPA,SCEG,2018,1,866,721
SEPA,SCEG,2018,2,5301,7077
SEPA,SCEG,2018,3,9508,19635
SEPA,SCEG,2018,4,3587,11667
SEPA,SCEG,2018,5,4481,5142
SEPA,SCEG,2018,6,4663,17947
SEPA,SCEG,2018,7,2573,4686
SEPA,SCEG,2018,8,4287,10343
SEPA,SCEG,2018,9,4718,9956
SEPA,SCEG,2018,10,856,1521
SEPA,SCEG,2018,11,3572,3078
SEPA,SCEG,2018,12,11726,22741
SEPA,SOCO,2018,1,10704,110662
SEPA,SOCO,2018,2,8470,78549
SEPA,SOCO,2018,3,12474,86138
SEPA,SOCO,2018,4,11175,150892
SEPA,SOCO,2018,5,11836,184707
SEPA,SOCO,2018,6,11514,273119
SEPA,SOCO,2018,7,11938,200677
SEPA,SOCO,2018,8,11904,204838
SEPA,SOCO,2018,9,11160,191582
SEPA,SOCO,2018,10,11217,143090
SEPA,SOCO,2018,11,11105,171148
SEPA,SOCO,2018,12,11889,288149
SOCO,AEC,2018,1,6779,23865
SOCO,AEC,2018,2,6862,29103
SOCO,AEC,2018,3,4647,51814
SOCO,AEC,2018,4,2889,4610
SOCO,AEC,2018,5,6470,17626
SOCO,AEC,2018,6,1881,8421
SOCO,AEC,2018,7,370,551
SOCO,AEC,2018,9,6319,34455
SOCO,AEC,2018,10,3334,13194
SOCO,AEC,2018,11,6491,23575
SOCO,AEC,2018,12,9705,56816
SOCO,DUK,2018,1,2873,56460
SOCO,DUK,2018,2,2484,44088
SOCO,DUK,2018,3,2411,14312
SOCO,DUK,2018,4,602,1349
SOCO,DUK,2018,5,16,51
SOCO,DUK,2018,6,184,1086
SOCO,DUK,2018,7,666,4036
SOCO,DUK,2018,8,471,2298
SOCO,DUK,2018,9,198,453
SOCO,DUK,2018,10,4137,31808
SOCO,DUK,2018,11,5169,37694
SOCO,DUK,2018,12,1631,53611
SOCO,FPC,2018,1,11840,152990
SOCO,FPC,2018,2,9995,104165
SOCO,FPC,2018,3,12650,111191
SOCO,FPC,2018,4,12209,160335
SOCO,FPC,2018,5,12104,129265
SOCO,FPC,2018,6,12470,205920
SOCO,FPC,2018,7,11986,213846
SOCO,FPC,2018,8,11934,206503
SOCO,FPC,2018,9,11218,204677
SOCO,FPC,2018,10,11611,140258
SOCO,FPC,2018,11,10840,91106
SOCO,FPC,2018,12,10993,53798
SOCO,FPL,2018,1,11888,147219
SOCO,FPL,2018,2,15502,394208
SOCO,FPL,2018,3,11440,213166
SOCO,FPL,2018,4,13762,286830
SOCO,FPL,2018,5,15068,256587
SOCO,FPL,2018,6,19571,976557
SOCO,FPL,2018,7,21282,961462
SOCO,FPL,2018,8,20253,982851
SOCO,FPL,2018,9,17496,1076763
SOCO,FPL,2018,10,18404,954318
SOCO,FPL,2018,11,16725,516104
SOCO,FPL,2018,12,16554,265371
SOCO,MISO,2018,1,23386,770080
SOCO,MISO,2018,2,19177,700413
SOCO,MISO,2018,3,21388,608903
SOCO,MISO,2018,4,21300,659532
SOCO,MISO,2018,5,23647,893918
SOCO,MISO,2018,6,22194,1030527
SOCO,MISO,2018,7,23529,787197
SOCO,MISO,2018,8,23415,668598
SOCO,MISO,2018,9,20812,657233
SOCO,MISO,2018,10,14959,298073
SOCO,MISO,2018,11,18940,402836
SOCO,MISO,2018,12,21056,435145
SOCO,SC,2018,1,11904,475725
SOCO,SC,2018,2,9744,314879
SOCO,SC,2018,3,12932,406271
SOCO,SC,2018,4,13518,623373
SOCO,SC,2018,5,14597,622508
SOCO,SC,2018,6,13345,346639
SOCO,SC,2018,7,23805,740498
SOCO,SC,2018,8,23806,776320
SOCO,SC,2018,9,21941,620244
SOCO,SC,2018,10,18213,361919
SOCO,SC,2018,11,22023,650494
SOCO,SC,2018,12,23802,661637
SOCO,SCEG,2018,1,11922,455610
SOCO,SCEG,2018,2,9768,354157
SOCO,SCEG,2018,3,11904,425615
SOCO,SCEG,2018,4,11160,314325
SOCO,SCEG,2018,5,11923,279678
SOCO,SCEG,2018,6,11184,325972
SOCO,SCEG,2018,7,11904,346244
SOCO,SCEG,2018,8,11904,369443
SOCO,SCEG,2018,9,11204,239819
SOCO,SCEG,2018,10,11904,338718
SOCO,SCEG,2018,11,11160,411331
SOCO,SCEG,2018,12,11919,380383
SOCO,SEPA,2018,1,1211,3801
SOCO,SEPA,2018,2,1438,6893
SOCO,SEPA,2018,3,21,10
SOCO,SEPA,2018,5,72,366
SOCO,SEPA,2018,10,38,165
SOCO,SEPA,2018,11,127,410
SOCO,SEPA,2018,12,24,66
SOCO,TAL,2018,1,15198,105537
SOCO,TAL,2018,2,12461,68325
SOCO,TAL,2018,3,14910,90646
SOCO,TAL,2018,4,14164,80680
SOCO,TAL,2018,5,15142,98438
SOCO,TAL,2018,6,14960,130088
SOCO,TAL,2018,7,15826,135313
SOCO,TAL,2018,8,15226,126194
SOCO,TAL,2018,9,14454,123964
SOCO,TAL,2018,10,14208,130933
SOCO,TAL,2018,11,13835,100183
SOCO,TAL,2018,12,15005,86756
SOCO,TVA,2018,1,136,1757
SOCO,TVA,2018,2,849,3364
SOCO,TVA,2018,3,33,1109
SOCO,TVA,2018,4,57,949
SOCO,TVA,2018,5,426,2670
SOCO,TVA,2018,6,1309,16429
SOCO,TVA,2018,7,514,10919
SOCO,TVA,2018,8,343,2912
SOCO,TVA,2018,9,343,8243
SOCO,TVA,2018,10,3068,63622
SOCO,TVA,2018,11,2288,67232
SOCO,TVA,2018,12,509,3255
SPA,AECI,2018,1,8642,137594
SPA,AECI,2018,2,11241,172237
SPA,AECI,2018,3,12938,180259
SPA,AECI,2018,4,9290,161238
SPA,AECI,2018,5,14026,187777
SPA,AECI,2018,6,12127,179444
SPA,AECI,2018,7,11665,171082
SPA,AECI,2018,8,8652,122817
SPA,AECI,2018,9,11930,82968
SPA,AECI,2018,10,12447,125170
SPA,AECI,2018,11,11065,116797
SPA,AECI,2018,12,14696,127415
SPA,MISO,2018,1,22661,440357
SPA,MISO,2018,2,17722,262206
SPA,MISO,2018,3,22375,620011
SPA,MISO,2018,4,20731,369473
SPA,MISO,2018,5,21919,492510
SPA,MISO,2018,6,21309,491577
SPA,MISO,2018,7,21906,266199
SPA,MISO,2018,8,21178,226771
SPA,MISO,2018,9,20584,354948
SPA,MISO,2018,10,22167,313968
SPA,MISO,2018,11,20443,311341
SPA,MISO,2018,12,21979,437465
SPA,SWPP,2018,1,3937,31660
SPA,SWPP,2018,2,4519,33390
SPA,SWPP,2018,3,11886,188712
SPA,SWPP,2018,4,10175,174695
SPA,SWPP,2018,5,10323,105740
SPA,SWPP,2018,6,11450,111112
SPA,SWPP,2018,7,6790,63424
SPA,SWPP,2018,8,10383,87353
SPA,SWPP,2018,9,11153,126762
SPA,SWPP,2018,10,11904,221027
SPA,SWPP,2018,11,10617,188635
SPA,SWPP,2018,12,11602,131719
SPC,SWPP,2018,1,5259,7614
SPC,SWPP,2018,2,6301,19080
SPC,SWPP,2018,3,7003,13705
SPC,SWPP,2018,4,4856,8474
SPC,SWPP,2018,5,8167,28480
SPC,SWPP,2018,6,6194,14719
SPC,SWPP,2018,7,2236,7087
SPC,SWPP,2018,8,5995,5168
SPC,SWPP,2018,9,5003,4446
SPC,SWPP,2018,10,6648,6645
SPC,SWPP,2018,11,4093,4520
SPC,SWPP,2018,12,6072,8766
SRP,AZPS,2018,2,1557,26039
SRP,AZPS,2018,3,532,1758
SRP,AZPS,2018,4,6653,217483
SRP,AZPS,2018,5,13681,477101
SRP,AZPS,2018,6,13246,562051
SRP,AZPS,2018,7,16622,1574331
SRP,AZPS,2018,8,21998,3480264
SRP,AZPS,2018,9,21614,3442167
SRP,AZPS,2018,10,23642,2720563
SRP,AZPS,2018,11,21955,2047033
SRP,AZPS,2018,12,21572,2540300
SRP,CISO,2018,1,11904,1018931
SRP,CISO,2018,2,9744,813572
SRP,CISO,2018,3,11307,746371
SRP,CISO,2018,4,8362,472139
SRP,CISO,2018,5,14628,635574
SRP,CISO,2018,6,15053,750812
SRP,CISO,2018,7,11904,1193007
SRP,CISO,2018,8,11904,1431520
SRP,CISO,2018,9,14728,1595315
SRP,CISO,2018,10,12779,1657729
SRP,CISO,2018,11,12936,1252320
SRP,CISO,2018,12,12400,1413243
SRP,DEAA,2018,1,10810,723
SRP,DEAA,2018,2,4047,281
SRP,DEAA,2018,3,9098,843
SRP,DEAA,2018,4,7394,788
SRP,DEAA,2018,5,4634,63619
SRP,DEAA,2018,6,5354,79799
SRP,DEAA,2018,7,525,215
SRP,DEAA,2018,11,9428,764
SRP,DEAA,2018,12,7950,645
SRP,HGMA,2018,1,11904,882
SRP,HGMA,2018,2,9744,799
SRP,HGMA,2018,3,10840,772
SRP,HGMA,2018,4,8809,579
SRP,HGMA,2018,5,13353,66597
SRP,HGMA,2018,6,13869,83282
SRP,HGMA,2018,7,10898,1036
SRP,HGMA,2018,8,11391,1322
SRP,HGMA,2018,9,10547,688
SRP,HGMA,2018,10,8536,447
SRP,HGMA,2018,11,8453,544
SRP,HGMA,2018,12,8268,525
SRP,TEPC,2018,1,17109,246041
SRP,TEPC,2018,2,13975,169104
SRP,TEPC,2018,3,16834,182529
SRP,TEPC,2018,4,5567,45131
SRP,TEPC,2018,5,16000,395068
SRP,TEPC,2018,6,13713,451897
SRP,TEPC,2018,7,6655,87204
SRP,TEPC,2018,8,7445,140046
SRP,TEPC,2018,9,6734,106081
SRP,TEPC,2018,10,3401,29894
SRP,TEPC,2018,12,1270,5243
SRP,WALC,2018,3,96,148
SRP,WALC,2018,5,4493,121857
SRP,WALC,2018,6,4427,151020
SRP,WALC,2018,10,428,371
SRP,WALC,2018,11,6161,16089
SRP,WALC,2018,12,3713,11778
SWPP,AECI,2018,1,21848,760700
SWPP,AECI,2018,2,12986,611332
SWPP,AECI,2018,3,13850,396350
SWPP,AECI,2018,4,13042,272279
SWPP,AECI,2018,5,6765,78260
SWPP,AECI,2018,6,12687,264315
SWPP,AECI,2018,7,9666,183425
SWPP,AECI,2018,8,15367,268401
SWPP,AECI,2018,9,19142,337006
SWPP,AECI,2018,10,10137,256875
SWPP,AECI,2018,11,15778,346187
SWPP,AECI,2018,12,21225,543723
SWPP,EPE,2018,1,108,363
SWPP,EPE,2018,2,4790,16244
SWPP,EPE,2018,3,3578,7659
SWPP,EPE,2018,4,6104,13955
SWPP,EPE,2018,5,390,1485
SWPP,EPE,2018,6,2295,4482
SWPP,EPE,2018,7,5693,14579
SWPP,EPE,2018,8,184,6547
SWPP,EPE,2018,9,1984,6188
SWPP,EPE,2018,10,9114,18958
SWPP,EPE,2018,11,92,2907
SWPP,EPE,2018,12,2428,5174
SWPP,ERCO,2018,1,8358,135756
SWPP,ERCO,2018,2,4285,70371
SWPP,ERCO,2018,3,11320,113882
SWPP,ERCO,2018,4,11217,164929
SWPP,ERCO,2018,5,16914,343756
SWPP,ERCO,2018,6,17302,480472
SWPP,ERCO,2018,7,18388,606387
SWPP,ERCO,2018,8,20482,669855
SWPP,ERCO,2018,9,19832,593169
SWPP,ERCO,2018,10,10633,184608
SWPP,ERCO,2018,11,10221,141888
SWPP,ERCO,2018,12,12881,137650
SWPP,MISO,2018,1,18605,640388
SWPP,MISO,2018,2,13766,418643
SWPP,MISO,2018,3,19889,905163
SWPP,MISO,2018,4,17674,599720
SWPP,MISO,2018,5,18933,581862
SWPP,MISO,2018,6,17893,518538
SWPP,MISO,2018,7,16562,377223
SWPP,MISO,2018,8,22844,859073
SWPP,MISO,2018,9,22027,1291639
SWPP,MISO,2018,10,20490,662714
SWPP,MISO,2018,11,13943,491696
SWPP,MISO,2018,12,19244,664202
SWPP,PNM,2018,1,2575,3599
SWPP,PNM,2018,2,888,772
SWPP,PNM,2018,3,466,1179
SWPP,PNM,2018,4,3461,3249
SWPP,PNM,2018,5,1023,1058
SWPP,PNM,2018,6,4606,4419
SWPP,PNM,2018,7,6353,6654
SWPP,PNM,2018,8,6162,5265
SWPP,PNM,2018,9,1225,2310
SWPP,PNM,2018,10,610,1152
SWPP,PNM,2018,11,3110,3236
SWPP,PNM,2018,12,2200,2770
SWPP,PSCO,2018,1,4184,5764
SWPP,PSCO,2018,3,474,458
SWPP,PSCO,2018,4,2037,3145
SWPP,PSCO,2018,5,735,1890
SWPP,PSCO,2018,6,1832,3800
SWPP,PSCO,2018,7,3205,4038
SWPP,PSCO,2018,8,2156,1341
SWPP,PSCO,2018,9,3016,5478
SWPP,PSCO,2018,10,4369,7758
SWPP,PSCO,2018,11,3948,7668
SWPP,PSCO,2018,12,7185,3524
SWPP,SPA,2018,1,7937,54061
SWPP,SPA,2018,2,5665,42328
SWPP,SPA,2018,3,18,5
SWPP,SPA,2018,4,955,781
SWPP,SPA,2018,5,1581,3519
SWPP,SPA,2018,6,1497,2494
SWPP,SPA,2018,7,5227,12984
SWPP,SPA,2018,8,1491,5214
SWPP,SPA,2018,9,12,4
SWPP,SPA,2018,11,543,325
SWPP,SPA,2018,12,302,277
SWPP,SPC,2018,1,6017,18058
SWPP,SPC,2018,2,2858,3454
SWPP,SPC,2018,3,4282,3379
SWPP,SPC,2018,4,5839,7612
SWPP,SPC,2018,5,3340,4150
SWPP,SPC,2018,6,4340,6858
SWPP,SPC,2018,7,834,617
SWPP,SPC,2018,8,5100,5724
SWPP,SPC,2018,9,5540,10856
SWPP,SPC,2018,10,4764,9483
SWPP,SPC,2018,11,6540,14090
SWPP,SPC,2018,12,5187,2672
SWPP,WACM,2018,1,4106,11200
SWPP,WACM,2018,2,4823,18821
SWPP,WACM,2018,3,4359,29326
SWPP,WACM,2018,4,1362,5662
SWPP,WACM,2018,5,759,5886
SWPP,WACM,2018,6,495,3343
SWPP,WACM,2018,7,6780,24521
SWPP,WACM,2018,8,4048,19454
SWPP,WACM,2018,9,6091,24796
SWPP,WACM,2018,10,4914,22455
SWPP,WACM,2018,11,9961,66182
SWPP,WACM,2018,12,8470,62986
SWPP,WAUW,2018,1,249,437
SWPP,WAUW,2018,2,184,654
SWPP,WAUW,2018,3,182,1142
SWPP,WAUW,2018,4,49,486
SWPP,WAUW,2018,5,46,89
SWPP,WAUW,2018,6,3,35
SWPP,WAUW,2018,7,5082,20194
SWPP,WAUW,2018,8,8212,58036
SWPP,WAUW,2018,9,9181,37507
SWPP,WAUW,2018,10,6641,35150
SWPP,WAUW,2018,11,5670,22630
SWPP,WAUW,2018,12,1318,3872
TAL,FPC,2018,1,17998,127261
TAL,FPC,2018,2,15304,104237
TAL,FPC,2018,3,18202,107701
TAL,FPC,2018,4,16830,67350
TAL,FPC,2018,5,18085,117985
TAL,FPC,2018,6,16914,158792
TAL,FPC,2018,7,17611,158143
TAL,FPC,2018,8,17946,156627
TAL,FPC,2018,9,17029,156653
TAL,FPC,2018,10,18583,119910
TAL,FPC,2018,11,17398,142780
TAL,FPC,2018,12,18030,143647
TAL,SOCO,2018,2,45,19
TEC,FMPP,2018,1,11004,123327
TEC,FMPP,2018,2,1695,19682
TEC,FMPP,2018,3,4611,12956
TEC,FMPP,2018,4,9702,54880
TEC,FMPP,2018,5,11593,133785
TEC,FMPP,2018,6,10792,123409
TEC,FMPP,2018,7,9891,57884
TEC,FMPP,2018,8,11564,60044
TEC,FMPP,2018,9,8143,46125
TEC,FMPP,2018,10,9548,50335
TEC,FMPP,2018,11,6400,50861
TEC,FMPP,2018,12,5593,33693
TEC,FPC,2018,1,5155,92977
TEC,FPC,2018,2,3647,21235
TEC,FPC,2018,3,5595,45220
TEC,FPC,2018,4,9273,136188
TEC,FPC,2018,5,7434,128314
TEC,FPC,2018,6,7935,89890
TEC,FPC,2018,7,8806,104450
TEC,FPC,2018,8,9408,96938
TEC,FPC,2018,9,10544,193077
TEC,FPC,2018,10,6236,122194
TEC,FPC,2018,11,3236,37157
TEC,FPC,2018,12,4374,44088
TEC,FPL,2018,1,10127,133323
TEC,FPL,2018,2,7961,99570
TEC,FPL,2018,3,4575,27319
TEC,FPL,2018,4,8053,64875
TEC,FPL,2018,5,8643,64628
TEC,FPL,2018,6,10648,128243
